url,page_type,strategy,date,score_performance,score_accessibility,score_best_practices,score_seo,lcp_ms,fid_ms,cls,inp_ms,fcp_ms,si_ms,tbt_ms,tti_ms,ttfb_ms,total_byte_weight,js_byte_weight,css_byte_weight,image_byte_weight,font_byte_weight,third_party_byte_weight,dom_size,request_count,crux_lcp_p75,crux_inp_p75,crux_cls_p75,crux_ttfb_p75,crux_fcp_p75,source
/,homepage,both,2026-03-28,59,100,100,100,9993.1575,268.0,0.000215,,4697.385,4759.57992446976,222.5,11076.56325,1393.795,1589346,874953,53141,52723,567853,,164,76,,,,,,lighthouse
/areas/01000,area,both,2026-03-28,58,96,79,100,10495.15,129.0,0.0,,5943.244,6525.5909283646,120.0,18073.99085,356.453,4616565,1657151,116051,234239,853435,,354,181,,,,,,lighthouse
/areas/13000,area,both,2026-03-28,55,93,79,100,10979.92675,99.0,0.020746,,5824.404,33841.8774666711,86.5,15435.01765,22082.662,2291988,1233578,53155,181315,697048,,754,98,,,,,,lighthouse
/areas/27000,area,both,2026-03-28,59,96,79,100,9608.1385,133.0,0.0,,5856.622,5856.622,139.5,14409.29395,715.629,2144975,1138916,53355,181315,642875,,348,106,,,,,,lighthouse
/compare,compare,both,2026-03-28,54,95,75,100,12968.39695,232.0,0.013581,,5091.53685,5719.24734667054,321.5,20727.830695,753.216,3280458,1464170,176787,694650,589909,,1444,225,,,,,,lighthouse
/themes/consumer-prices,theme,both,2026-03-28,60,100,100,100,9508.55499999999,139.0,0.0,,4838.327,4838.327,187.0,12795.50475,219.994,1707443,1144320,53168,17,444701,,114,76,,,,,,lighthouse
/themes/population-dynamics,theme,both,2026-03-28,61,100,100,100,9946.158,134.0,0.0,,4430.982,4430.982,196.0,13056.03775,159.329,1670807,1114076,53116,0,444688,,114,71,,,,,,lighthouse
/themes/safety,theme,both,2026-03-28,61,100,79,100,9678.453,133.0,0.0,,4682.835,4682.835,161.5,12892.5148,131.233,1707350,1144259,53101,57,444709,,113,76,,,,,,lighthouse
