DATE,ESTIMATED_EARNINGS,PAGE_VIEWS,PAGE_VIEWS_RPM,IMPRESSIONS,CLICKS,IMPRESSIONS_CTR,ACTIVE_VIEW_VIEWABILITY
2026-05-24,7,310,24,267,0,0,0.5243
2026-05-25,9,550,17,287,0,0,0.5192
2026-05-26,18,337,54,301,8,0.0266,0.598
2026-05-27,23,382,59,381,4,0.0105,0.6711
2026-05-28,20,345,58,369,5,0.0136,0.6929
2026-05-29,12,262,47,268,0,0,0.694
2026-05-30,10,199,53,169,4,0.0237,0.5595
