page,clicks,impressions,ctr,position
https://stats47.jp/blog/prefectural-debt-future-burden,0,2,0.0000,6.50
https://stats47.jp/blog/prefecture-rank/average-height-high-school-second-grade-female/2022,0,1,0.0000,12.00
https://stats47.jp/blog/prefecture-rank/average-weight-high-school-second-grade-female/2022,0,1,0.0000,11.00
https://stats47.jp/blog/prefecture-rank/planned-construction-cost-per-m2/2023,0,2,0.0000,10.00
https://stats47.jp/blog/real-purchasing-power-ranking,0,3,0.0000,6.00
https://stats47.jp/blog/recycling-rate-gap,0,5,0.0000,6.80
https://stats47.jp/blog/ryokan-vs-hotel-overnight-shift,0,26,0.0000,9.04
https://stats47.jp/blog/safe-driving-5-features,0,7,0.0000,5.00
https://stats47.jp/blog/safe-prefecture-features-ranking,0,1,0.0000,11.00
https://stats47.jp/blog/savings-balance-gap,0,37,0.0000,9.27
https://stats47.jp/blog/savings-rate-gap,0,10,0.0000,5.90
https://stats47.jp/blog/savings-rate-ranking,0,13,0.0000,7.08
https://stats47.jp/blog/school-nonattendance-pattern,0,47,0.0000,12.09
https://stats47.jp/blog/telework-gap-tokyo-6x,0,8,0.0000,5.25
https://stats47.jp/blog/traffic-accident-deaths-regional-risk,0,6,0.0000,8.50
https://stats47.jp/blog/truck-driver-2024-crisis,0,17,0.0000,7.65
https://stats47.jp/blog/unmarried-rate-40years-crisis,0,3,0.0000,4.33
https://stats47.jp/blog/vacant-house-crisis,0,34,0.0000,23.71
https://stats47.jp/blog/wage-vs-living-cost,0,52,0.0000,7.17
https://stats47.jp/blog/water-sewage-crisis,0,33,0.0000,10.64
https://stats47.jp/category/administrativefinancial,0,1,0.0000,2.00
https://stats47.jp/category/agriculture,0,2,0.0000,18.50
https://stats47.jp/category/commercial,0,5,0.0000,10.00
https://stats47.jp/category/ict,0,2,0.0000,14.50
https://stats47.jp/category/miningindustry,0,1,0.0000,7.00
https://stats47.jp/commercial/commerce-service-industry/ranking/barber-beauty-salon-count-per-100k?year=2022,0,11,0.0000,4.27
https://stats47.jp/commercial/commercial-facilities/ranking/annual-sales-amount?year=2022,0,4,0.0000,9.00
https://stats47.jp/compare/administrativefinancial,0,13,0.0000,3.92
https://stats47.jp/compare/agriculture,0,1,0.0000,7.00
https://stats47.jp/compare/commercial,0,12,0.0000,5.83
https://stats47.jp/compare/construction,0,8,0.0000,6.88
https://stats47.jp/compare/economy,0,8,0.0000,7.63
https://stats47.jp/compare/educationsports,0,13,0.0000,8.08
https://stats47.jp/compare/ict,0,2,0.0000,5.00
https://stats47.jp/compare/landweather,0,2,0.0000,5.00
https://stats47.jp/compare/miningindustry,0,6,0.0000,6.17
https://stats47.jp/compare/population,0,15,0.0000,8.87
https://stats47.jp/compare/tourism,0,1,0.0000,5.00
https://stats47.jp/compare?areas=38000,0,1,0.0000,36.00
https://stats47.jp/construction,0,1,0.0000,10.00
https://stats47.jp/construction/basic-population/dashboard/00000,0,1,0.0000,10.00
https://stats47.jp/construction/housing-ownership/ranking/owner-occupied-housing,0,1,0.0000,6.00
https://stats47.jp/construction/housing-statistics/dashboard/20000,0,1,0.0000,12.00
https://stats47.jp/construction/housing-statistics/dashboard/38000,0,1,0.0000,8.00
https://stats47.jp/construction/housing-statistics/ranking/public-rental-housing-rent-per-3-3m2,0,2,0.0000,11.00
https://stats47.jp/correlation,0,6,0.0000,4.17
https://stats47.jp/dashboard/01402/administrativefinancial/fiscal-indicators,0,1,0.0000,53.00
https://stats47.jp/dashboard/05000/administrativefinancial/revenue,0,1,0.0000,9.00
https://stats47.jp/dashboard/21000/educationsports/high-school,0,1,0.0000,6.00
https://stats47.jp/dashboard/23000/population/population-movement,0,1,0.0000,10.00
https://stats47.jp/dashboard/23000/safetyenvironment/disaster,0,1,0.0000,10.00
https://stats47.jp/dashboard/26000/educationsports/high-school,0,1,0.0000,12.00
https://stats47.jp/dashboard/26000/safetyenvironment/police-crime,0,4,0.0000,8.25
https://stats47.jp/dashboard/28000/socialsecurity/medical-facilities,0,2,0.0000,3.00
https://stats47.jp/economy/consumer-price-difference-index/dashboard/17000,0,1,0.0000,11.00
https://stats47.jp/economy/gross-product-economic-indicators/dashboard/40000,0,2,0.0000,11.00
https://stats47.jp/educationsports/college-university/ranking/final-education-university-graduate-school-ratio,0,4,0.0000,4.50
https://stats47.jp/educationsports/college-university/ranking/private-university-student-ratio,0,13,0.0000,7.85
https://stats47.jp/educationsports/college-university/ranking/university-count-per-100k,0,2,0.0000,6.50
https://stats47.jp/educationsports/cultural-facilities/dashboard/13000,0,1,0.0000,10.00
https://stats47.jp/educationsports/elementary-school/dashboard/24000,0,1,0.0000,10.00
https://stats47.jp/educationsports/elementary-school/dashboard/39000,0,1,0.0000,7.00
https://stats47.jp/educationsports/high-school/dashboard/08000,0,3,0.0000,6.33
https://stats47.jp/educationsports/information-communication/dashboard/08000,0,1,0.0000,5.00
https://stats47.jp/educationsports/social-activities/dashboard/28000,0,1,0.0000,10.00
https://stats47.jp/educationsports/special-education/dashboard/06000,0,2,0.0000,11.50
https://stats47.jp/educationsports/special-education/dashboard/13000,0,2,0.0000,9.00
https://stats47.jp/educationsports/special-education/dashboard/19000,0,3,0.0000,8.67
https://stats47.jp/educationsports/special-education/dashboard/38000,0,4,0.0000,15.25
https://stats47.jp/energy/industrial-water/dashboard/26000,0,11,0.0000,33.18
https://stats47.jp/energy/infrastructure-energy/dashboard/31000,0,2,0.0000,9.50
https://stats47.jp/energy/infrastructure-energy/dashboard/46000,0,1,0.0000,4.00
https://stats47.jp/energy/water-supply-sewerage/dashboard/39000,0,1,0.0000,42.00
https://stats47.jp/energy/water-supply-sewerage/ranking,0,1,0.0000,9.00
https://stats47.jp/infrastructure/parks-greenery/dashboard/31000,0,1,0.0000,10.00
https://stats47.jp/infrastructure/parks-greenery/dashboard/40000,0,5,0.0000,8.80
https://stats47.jp/infrastructure/parks-greenery/dashboard/47000,0,9,0.0000,9.67
https://stats47.jp/infrastructure/parks-greenery/ranking,0,1,0.0000,7.00
https://stats47.jp/infrastructure/public-transport/dashboard/06000,0,2,0.0000,9.50
https://stats47.jp/infrastructure/public-transport/dashboard/26000,0,7,0.0000,7.14
https://stats47.jp/infrastructure/public-transport/dashboard/40000,0,1,0.0000,10.00
https://stats47.jp/infrastructure/roads/dashboard/10000,0,3,0.0000,6.00
https://stats47.jp/international/foreign-population/dashboard/26000,0,2,0.0000,19.50
https://stats47.jp/laborwage/job-seeking-placement/dashboard/14000,0,3,0.0000,14.33
https://stats47.jp/laborwage/labor-force-structure/dashboard/06000,0,4,0.0000,11.25
https://stats47.jp/laborwage/labor-force-structure/dashboard/10000,0,2,0.0000,10.50
https://stats47.jp/laborwage/labor-force-structure/dashboard/26000,0,2,0.0000,5.00
https://stats47.jp/laborwage/labor-force-structure/dashboard/32000,0,2,0.0000,10.50
https://stats47.jp/laborwage/labor-force-structure/ranking/employed-outside-the-prefecture?year=2023,0,3,0.0000,9.67
https://stats47.jp/laborwage/labor-force-structure/ranking/employed-people-ratio-primary,0,3,0.0000,8.00
https://stats47.jp/laborwage/labor-force-structure/ranking/labor-force-population?year=2020,0,1,0.0000,7.00
https://stats47.jp/landweather/land-area/dashboard/01000,0,1,0.0000,10.00
https://stats47.jp/landweather/land-area/dashboard/02000,0,3,0.0000,9.00
https://stats47.jp/landweather/weather-climate/dashboard/27000,0,3,0.0000,10.67
https://stats47.jp/landweather/weather-climate/dashboard/37000,0,3,0.0000,11.33
https://stats47.jp/landweather/weather-climate/dashboard/45000,0,3,0.0000,11.00
https://stats47.jp/landweather/weather-climate/ranking/average-relative-humidity,0,3,0.0000,7.00
https://stats47.jp/population,0,1,0.0000,10.00
https://stats47.jp/population/basic-population/dashboard/08000,0,1,0.0000,3.00
https://stats47.jp/population/basic-population/dashboard/27000,0,1,0.0000,9.00
https://stats47.jp/population/birth-death,0,2,0.0000,2.50
https://stats47.jp/population/birth-death/dashboard/08000,0,4,0.0000,7.25
https://stats47.jp/population/birth-death/dashboard/40000,0,5,0.0000,4.00
https://stats47.jp/population/households/dashboard/03000,0,1,0.0000,8.00
https://stats47.jp/population/households/dashboard/06000,0,3,0.0000,8.33
https://stats47.jp/population/households/dashboard/12000,0,2,0.0000,11.00
https://stats47.jp/population/households/dashboard/18000,0,3,0.0000,9.33
https://stats47.jp/population/households/dashboard/23000,0,1,0.0000,11.00
https://stats47.jp/population/households/dashboard/40000,0,1,0.0000,10.00
https://stats47.jp/population/households/ranking/general-household-members,0,1,0.0000,9.00
https://stats47.jp/population/marriage/dashboard/19000,0,1,0.0000,10.00
https://stats47.jp/population/marriage/dashboard/39000,0,1,0.0000,11.00
https://stats47.jp/population/population-composition/dashboard/04000,0,1,0.0000,10.00
https://stats47.jp/population/population-composition/dashboard/30000,0,2,0.0000,5.00
https://stats47.jp/population/population-movement/dashboard,0,1,0.0000,11.00
https://stats47.jp/population/population-movement/dashboard/04000,0,2,0.0000,14.00
https://stats47.jp/population/population-movement/dashboard/15000,0,6,0.0000,10.17
https://stats47.jp/population/population-movement/dashboard/23000,0,8,0.0000,8.00
https://stats47.jp/population/population-movement/dashboard/47000,0,3,0.0000,21.67
https://stats47.jp/privacy,0,5,0.0000,4.60
https://stats47.jp/ranking,0,8,0.0000,2.13
https://stats47.jp/ranking/abortion-rate,0,12,0.0000,11.08
https://stats47.jp/ranking/accountant-annual-income,0,6,0.0000,28.83
https://stats47.jp/ranking/actual-income-worker-households-per-month,0,7,0.0000,5.00
https://stats47.jp/ranking/adult-sneakers-consumption-expenditure,0,2,0.0000,5.50
https://stats47.jp/ranking/agricultural-income-ratio,0,1,0.0000,12.00
https://stats47.jp/ranking/air-fare-consumption-expenditure,0,1,0.0000,1.00
https://stats47.jp/ranking/aquarium-count,0,3,0.0000,8.67
https://stats47.jp/ranking/auto-liability-insurance-amount-received-per-payment,0,12,0.0000,7.33
https://stats47.jp/ranking/auto-mechanic-annual-income,0,5,0.0000,21.40
https://stats47.jp/ranking/autolock-apartment-rate,0,10,0.0000,7.80
https://stats47.jp/ranking/average-length-of-stay,0,5,0.0000,8.40
https://stats47.jp/ranking/average-weight-high-school-second-grade-female,0,1,0.0000,5.00
https://stats47.jp/ranking/avg-height-high-school-2nd-male,0,17,0.0000,10.12
https://stats47.jp/ranking/avg-salary-education-prefecture,0,17,0.0000,6.82
https://stats47.jp/ranking/avg-salary-police-prefecture,0,12,0.0000,19.67
https://stats47.jp/ranking/bacon-consumption-expenditure,0,1,0.0000,5.00
https://stats47.jp/ranking/bacon-consumption-quantity,0,2,0.0000,6.50
https://stats47.jp/ranking/bamboo-shoot-consumption-expenditure,0,14,0.0000,7.57
https://stats47.jp/ranking/barber-beauty-salon-count,0,108,0.0000,10.13
https://stats47.jp/ranking/barrier-free-housing-rate,0,1,0.0000,4.00
https://stats47.jp/ranking/bath-soap-consumption-expenditure,0,1,0.0000,2.00
https://stats47.jp/ranking/bean-sprouts-consumption-expenditure,0,2,0.0000,7.00
https://stats47.jp/ranking/beans-consumption-expenditure,0,1,0.0000,5.00
https://stats47.jp/ranking/bed-utilization-rate,0,16,0.0000,5.38
https://stats47.jp/ranking/beef-consumption-quantity,0,12,0.0000,7.00
https://stats47.jp/ranking/beer-consumption-quantity,0,7,0.0000,10.86
https://stats47.jp/ranking/bento-consumption-expenditure,0,1,0.0000,7.00
https://stats47.jp/ranking/biomass-power-station-count,0,4,0.0000,10.50
https://stats47.jp/ranking/biscuit-consumption-expenditure,0,3,0.0000,5.00
https://stats47.jp/ranking/black-tea-consumption-expenditure,0,6,0.0000,9.50
https://stats47.jp/ranking/blanket-consumption-expenditure,0,1,0.0000,10.00
https://stats47.jp/ranking/bod-pollution-load,0,1,0.0000,10.00
https://stats47.jp/ranking/bonito-consumption-quantity,0,98,0.0000,7.80
https://stats47.jp/ranking/bonus-admin-prefecture,0,2,0.0000,9.00
https://stats47.jp/ranking/book-magazine-retail-annual-sales,0,11,0.0000,8.18
https://stats47.jp/ranking/botanical-garden-count,0,2,0.0000,6.00
https://stats47.jp/ranking/burdock-consumption-expenditure,0,8,0.0000,9.38
https://stats47.jp/ranking/bus-commuter-pass-consumption-expenditure,0,51,0.0000,7.27
https://stats47.jp/ranking/bus-student-pass-consumption-expenditure,0,13,0.0000,7.00
https://stats47.jp/ranking/butter-consumption-quantity,0,8,0.0000,7.13
https://stats47.jp/ranking/cabbage-consumption-expenditure,0,18,0.0000,8.22
https://stats47.jp/ranking/cabbage-consumption-quantity,0,6,0.0000,7.00
https://stats47.jp/ranking/cable-tv-fee-consumption-expenditure,0,1,0.0000,11.00
https://stats47.jp/ranking/car-accessories-consumption-expenditure,0,1,0.0000,11.00
https://stats47.jp/ranking/car-purchase-consumption-expenditure,0,1,0.0000,2.00
https://stats47.jp/ranking/care-worker-annual-income,0,10,0.0000,10.70
https://stats47.jp/ranking/carrot-consumption-expenditure,0,2,0.0000,7.50
https://stats47.jp/ranking/carrot-consumption-quantity,0,8,0.0000,7.25
https://stats47.jp/ranking/castella-consumption-expenditure,0,12,0.0000,6.17
https://stats47.jp/ranking/cheese-consumption-expenditure,0,6,0.0000,8.33
https://stats47.jp/ranking/chest-consumption-quantity,0,6,0.0000,9.67
https://stats47.jp/ranking/childrens-clothes-consumption-expenditure,0,2,0.0000,7.00
https://stats47.jp/ranking/childrens-underwear-consumption-expenditure,0,1,0.0000,8.00
https://stats47.jp/ranking/chinese-noodles-consumption-expenditure,0,1,0.0000,4.00
https://stats47.jp/ranking/chinese-noodles-consumption-quantity,0,15,0.0000,7.27
https://stats47.jp/ranking/chiropractic-acupuncture-consumption-expenditure,0,2,0.0000,3.50
https://stats47.jp/ranking/chocolate-consumption-expenditure,0,18,0.0000,6.56
https://stats47.jp/ranking/chuhai-consumption-quantity,0,1,0.0000,8.00
https://stats47.jp/ranking/city-gas-consumption-expenditure,0,4,0.0000,25.50
https://stats47.jp/ranking/city-gas-meter-count,0,1,0.0000,10.00
https://stats47.jp/ranking/clam-consumption-quantity,0,16,0.0000,7.69
https://stats47.jp/ranking/cleaning-worker-annual-income,0,1,0.0000,2.00
https://stats47.jp/ranking/cocoa-consumption-expenditure,0,3,0.0000,2.33
https://stats47.jp/ranking/cod-roe-consumption-expenditure,0,2,0.0000,6.00
https://stats47.jp/ranking/cod-roe-consumption-quantity,0,2,0.0000,13.00
https://stats47.jp/ranking/coffee-drink-consumption-expenditure,0,2,0.0000,7.00
https://stats47.jp/ranking/coffee-shop-consumption-expenditure,0,26,0.0000,8.77
https://stats47.jp/ranking/cold-medicine-consumption-expenditure,0,4,0.0000,7.25
https://stats47.jp/ranking/company-housing-rent-consumption-quantity,0,1,0.0000,6.00
https://stats47.jp/ranking/complainant-count,0,33,0.0000,6.39
https://stats47.jp/ranking/comprehensive-park-count,0,1,0.0000,9.00
https://stats47.jp/ranking/consumer-price-difference-index-overall-excl-rent,0,1,0.0000,6.00
https://stats47.jp/ranking/consumer-price-difference-index-transport-communication,0,2,0.0000,7.50
https://stats47.jp/ranking/convenience-store-count,0,1,0.0000,6.00
https://stats47.jp/ranking/convenience-store-sales,0,3,0.0000,22.00
https://stats47.jp/ranking/cooking-appliance-consumption-expenditure,0,1,0.0000,12.00
https://stats47.jp/ranking/cooking-oil-consumption-quantity,0,9,0.0000,7.00
https://stats47.jp/ranking/cpi-change-rate-clothing,0,1,0.0000,2.00
https://stats47.jp/ranking/cpi-regional-difference-index-total-51cities100,0,4,0.0000,9.50
https://stats47.jp/ranking/crab-consumption-expenditure,0,5,0.0000,7.40
https://stats47.jp/ranking/craft-materials-consumption-expenditure,0,1,0.0000,11.00
https://stats47.jp/ranking/cucumber-consumption-expenditure,0,1,0.0000,8.00
https://stats47.jp/ranking/cucumber-consumption-quantity,0,9,0.0000,5.44
https://stats47.jp/ranking/cultural-facility-admission-consumption-expenditure,0,3,0.0000,4.00
https://stats47.jp/ranking/cup-noodles-consumption-expenditure,0,1,0.0000,8.00
https://stats47.jp/ranking/cupboard-consumption-expenditure,0,1,0.0000,9.00
https://stats47.jp/ranking/cupboard-consumption-quantity,0,1,0.0000,5.00
https://stats47.jp/ranking/current-liabilities-balance-multi-person-households-per-household,0,11,0.0000,11.55
https://stats47.jp/ranking/curry-roux-consumption-expenditure,0,1,0.0000,1.00
https://stats47.jp/ranking/cut-flowers-consumption-expenditure,0,7,0.0000,5.29
https://stats47.jp/ranking/cutlet-consumption-expenditure,0,10,0.0000,7.70
https://stats47.jp/ranking/daikon-consumption-expenditure,0,1,0.0000,10.00
https://stats47.jp/ranking/daikon-consumption-quantity,0,14,0.0000,6.29
https://stats47.jp/ranking/dairy-cattle-count,0,14,0.0000,9.71
https://stats47.jp/ranking/dam-count,0,12,0.0000,9.00
https://stats47.jp/ranking/deaths-diabetes,0,4,0.0000,8.50
https://stats47.jp/ranking/dental-checkup-guidance-persons,0,1,0.0000,5.00
https://stats47.jp/ranking/dental-technician-rate,0,1,0.0000,4.00
https://stats47.jp/ranking/dentist-annual-income,0,1,0.0000,10.00
https://stats47.jp/ranking/department-supermarket-count-per-100k,0,16,0.0000,10.00
https://stats47.jp/ranking/designer-annual-income,0,9,0.0000,21.44
https://stats47.jp/ranking/dietitian-annual-income,0,5,0.0000,8.20
https://stats47.jp/ranking/disposable-income-worker-households,0,6,0.0000,7.33
https://stats47.jp/ranking/doctor-annual-income,0,5,0.0000,27.60
https://stats47.jp/ranking/dog-registration-count,0,15,0.0000,8.67
https://stats47.jp/ranking/domestic-package-tour-consumption-expenditure,0,1,0.0000,5.00
https://stats47.jp/ranking/domestic-student-remittance-consumption-expenditure,0,4,0.0000,10.25
https://stats47.jp/ranking/donations-consumption-expenditure,0,3,0.0000,6.33
https://stats47.jp/ranking/dressing-consumption-quantity,0,5,0.0000,6.60
https://stats47.jp/ranking/dried-udon-soba-consumption-expenditure,0,5,0.0000,6.20
https://stats47.jp/ranking/dried-udon-soba-consumption-quantity,0,17,0.0000,8.59
https://stats47.jp/ranking/drinking-out-consumption-expenditure,0,5,0.0000,7.00
https://stats47.jp/ranking/earthquake-renovation-rate,0,1,0.0000,16.00
https://stats47.jp/ranking/education-expenditure-ratio-multi-person-households,0,11,0.0000,7.09
https://stats47.jp/ranking/eggplant-consumption-expenditure,0,3,0.0000,5.33
https://stats47.jp/ranking/eggplant-consumption-quantity,0,36,0.0000,7.39
https://stats47.jp/ranking/elderly-care-employment-rate,0,2,0.0000,12.50
https://stats47.jp/ranking/entertainment-goods-repair-consumption-expenditure,0,1,0.0000,9.00
https://stats47.jp/ranking/exterior-construction-consumption-expenditure,0,4,0.0000,7.50
https://stats47.jp/ranking/fabric-softener-consumption-expenditure,0,5,0.0000,8.20
https://stats47.jp/ranking/facility-equipment-consumption-expenditure,0,3,0.0000,2.33
https://stats47.jp/ranking/factory-establishment-count,0,4,0.0000,9.75
https://stats47.jp/ranking/fire-earthquake-insurance-consumption-expenditure,0,4,0.0000,12.25
https://stats47.jp/ranking/fish-canned-consumption-expenditure,0,1,0.0000,6.00
https://stats47.jp/ranking/fish-paste-consumption-expenditure,0,10,0.0000,10.20
https://stats47.jp/ranking/fish-pickled-consumption-expenditure,0,1,0.0000,12.00
https://stats47.jp/ranking/fish-tsukudani-type2-consumption-expenditure,0,1,0.0000,11.00
https://stats47.jp/ranking/fishery-species-catch-bonito,0,50,0.0000,13.08
https://stats47.jp/ranking/fishery-species-catch-japanese-squid,0,3,0.0000,5.67
https://stats47.jp/ranking/flavor-seasoning-consumption-expenditure,0,5,0.0000,7.60
https://stats47.jp/ranking/flood-damage-road,0,1,0.0000,10.00
https://stats47.jp/ranking/flood-damage-total,0,17,0.0000,8.41
https://stats47.jp/ranking/flood-deaths,0,10,0.0000,9.10
https://stats47.jp/ranking/flounder-consumption-expenditure,0,8,0.0000,7.00
https://stats47.jp/ranking/flounder-consumption-quantity,0,8,0.0000,2.63
https://stats47.jp/ranking/freelance-count,0,8,0.0000,28.63
https://stats47.jp/ranking/fresh-shiitake-consumption-expenditure,0,7,0.0000,7.71
https://stats47.jp/ranking/fresh-shiitake-consumption-quantity,0,2,0.0000,9.00
https://stats47.jp/ranking/freshwater-clam-consumption-expenditure,0,1,0.0000,23.00
https://stats47.jp/ranking/fried-tofu-consumption-expenditure,0,12,0.0000,7.92
https://stats47.jp/ranking/frozen-food-consumption-expenditure,0,5,0.0000,9.20
https://stats47.jp/ranking/fruit-vegetable-juice-consumption-expenditure,0,6,0.0000,7.50
https://stats47.jp/ranking/furniture-household-service-consumption-expenditure,0,3,0.0000,8.00
https://stats47.jp/ranking/future-population,0,1,0.0000,8.00
https://stats47.jp/ranking/future-population-change-rate-2050,0,8,0.0000,23.50
https://stats47.jp/ranking/garden-plants-consumption-expenditure,0,2,0.0000,4.50
https://stats47.jp/ranking/gardening-supplies-consumption-expenditure,0,1,0.0000,5.00
https://stats47.jp/ranking/gas-cooking-appliance-consumption-expenditure,0,3,0.0000,7.00
https://stats47.jp/ranking/gender-wage-gap,0,3,0.0000,11.00
https://stats47.jp/ranking/general-hospital-bed-count,0,2,0.0000,29.00
https://stats47.jp/ranking/general-hospital-bed-occupancy-rate,0,1,0.0000,2.00
https://stats47.jp/ranking/geothermal-power-plant-count,0,3,0.0000,8.67
https://stats47.jp/ranking/girls-school-uniform-consumption-expenditure,0,2,0.0000,3.50
https://stats47.jp/ranking/gloves-consumption-quantity,0,1,0.0000,9.00
https://stats47.jp/ranking/governor-salary-prefecture,0,8,0.0000,13.38
https://stats47.jp/ranking/green-beans-consumption-expenditure,0,1,0.0000,12.00
https://stats47.jp/ranking/green-beans-consumption-quantity,0,1,0.0000,5.00
https://stats47.jp/ranking/green-pepper-consumption-expenditure,0,11,0.0000,6.82
https://stats47.jp/ranking/green-pepper-consumption-quantity,0,11,0.0000,7.36
https://stats47.jp/ranking/green-tea-consumption-expenditure,0,2,0.0000,4.50
https://stats47.jp/ranking/green-tea-consumption-quantity,0,56,0.0000,7.34
https://stats47.jp/ranking/grilled-eel-consumption-expenditure,0,54,0.0000,9.96
https://stats47.jp/ranking/ground-meat-consumption-expenditure,0,5,0.0000,7.00
https://stats47.jp/ranking/ground-meat-consumption-quantity,0,1,0.0000,22.00
https://stats47.jp/ranking/gyoza-frozen-consumption-expenditure,0,2,0.0000,10.50
https://stats47.jp/ranking/hair-styling-consumption-expenditure,0,1,0.0000,3.00
https://stats47.jp/ranking/haircut-consumption-expenditure,0,2,0.0000,8.00
https://stats47.jp/ranking/ham-consumption-expenditure,0,2,0.0000,5.50
https://stats47.jp/ranking/ham-consumption-quantity,0,1,0.0000,1.00
https://stats47.jp/ranking/happoshu-consumption-expenditure,0,2,0.0000,9.00
https://stats47.jp/ranking/happoshu-consumption-quantity,0,6,0.0000,10.00
https://stats47.jp/ranking/hat-consumption-expenditure,0,2,0.0000,7.50
https://stats47.jp/ranking/hat-consumption-quantity,0,7,0.0000,7.14
https://stats47.jp/ranking/healthy-life-expectancy-female,0,2,0.0000,4.50
https://stats47.jp/ranking/healthy-life-expectancy-male,0,1,0.0000,71.00
https://stats47.jp/ranking/heater-consumption-expenditure,0,2,0.0000,10.50
https://stats47.jp/ranking/hobby-participation-rate-gardening,0,3,0.0000,3.00
https://stats47.jp/ranking/hobby-participation-rate-japanese-dance,0,8,0.0000,7.38
https://stats47.jp/ranking/hobby-participation-rate-knitting,0,2,0.0000,13.00
https://stats47.jp/ranking/hobby-participation-rate-manga,0,2,0.0000,15.50
https://stats47.jp/ranking/hobby-participation-rate-photography,0,1,0.0000,3.00
https://stats47.jp/ranking/hobby-participation-rate-popular-music,0,1,0.0000,4.00
https://stats47.jp/ranking/hobby-participation-rate-sewing,0,1,0.0000,5.00
https://stats47.jp/ranking/hobby-participation-rate-video-games,0,1,0.0000,8.00
https://stats47.jp/ranking/home-care-worker-annual-income,0,1,0.0000,7.00
https://stats47.jp/ranking/household-head-allowance-consumption-expenditure,0,3,0.0000,5.00
https://stats47.jp/ranking/husband-childcare-rate,0,2,0.0000,15.00
https://stats47.jp/ranking/hydroelectric-power-plant-count,0,17,0.0000,12.41
https://stats47.jp/ranking/icecream-consumption-expenditure,0,15,0.0000,7.00
https://stats47.jp/ranking/industrial-exclusive-area-ratio,0,12,0.0000,2.25
https://stats47.jp/ranking/insecticide-consumption-expenditure,0,1,0.0000,10.00
https://stats47.jp/ranking/instant-noodles-consumption-expenditure,0,5,0.0000,3.00
https://stats47.jp/ranking/instant-noodles-consumption-quantity,0,2,0.0000,8.50
https://stats47.jp/ranking/interior-decoration-consumption-expenditure,0,1,0.0000,7.00
https://stats47.jp/ranking/internet-fee-consumption-expenditure,0,5,0.0000,7.20
https://stats47.jp/ranking/jam-consumption-expenditure,0,18,0.0000,8.56
https://stats47.jp/ranking/jam-consumption-quantity,0,3,0.0000,7.33
https://stats47.jp/ranking/japan-health-insurance-society-medical-expense-insured-per-person,0,1,0.0000,6.00
https://stats47.jp/ranking/japanese-food-dining-consumption-expenditure,0,2,0.0000,6.50
https://stats47.jp/ranking/jelly-consumption-expenditure,0,4,0.0000,4.00
https://stats47.jp/ranking/judo-therapist-rate,0,4,0.0000,36.25
https://stats47.jp/ranking/junior-high-school-students-count,0,15,0.0000,8.87
https://stats47.jp/ranking/katsuobushi-consumption-expenditure,0,3,0.0000,23.33
https://stats47.jp/ranking/katsuobushi-consumption-quantity,0,21,0.0000,8.76
https://stats47.jp/ranking/kerosene-consumption-quantity,0,9,0.0000,6.44
https://stats47.jp/ranking/ketchup-consumption-expenditure,0,4,0.0000,5.75
https://stats47.jp/ranking/ketchup-consumption-quantity,0,20,0.0000,7.40
https://stats47.jp/ranking/kidney-failure-death-count,0,4,0.0000,6.25
https://stats47.jp/ranking/kidney-failure-death-rate,0,1,0.0000,1.00
https://stats47.jp/ranking/kindergarten-teacher-annual-income,0,14,0.0000,21.21
https://stats47.jp/ranking/kiwi-consumption-expenditure,0,4,0.0000,10.50
https://stats47.jp/ranking/kiwi-consumption-quantity,0,8,0.0000,7.88
https://stats47.jp/ranking/konbu-tsukudani-consumption-quantity,0,1,0.0000,6.00
https://stats47.jp/ranking/large-retail-store-count-per-100k,0,6,0.0000,9.17
https://stats47.jp/ranking/laspeyres-index-prefecture,0,4,0.0000,11.00
https://stats47.jp/ranking/laundry-detergent-consumption-expenditure,0,3,0.0000,9.67
https://stats47.jp/ranking/laundry-service-consumption-expenditure,0,2,0.0000,2.50
https://stats47.jp/ranking/leek-consumption-expenditure,0,7,0.0000,7.86
https://stats47.jp/ranking/leek-consumption-quantity,0,12,0.0000,7.17
https://stats47.jp/ranking/lettuce-consumption-quantity,0,9,0.0000,6.11
https://stats47.jp/ranking/library-books,0,10,0.0000,10.80
https://stats47.jp/ranking/lighting-consumption-expenditure,0,1,0.0000,10.00
https://stats47.jp/ranking/lipstick-consumption-expenditure,0,1,0.0000,4.00
https://stats47.jp/ranking/local-allocation-tax-prefecture,0,19,0.0000,8.47
https://stats47.jp/ranking/local-assigned-tax-prefecture,0,2,0.0000,5.50
https://stats47.jp/ranking/local-bonds-prefecture,0,1,0.0000,7.00
https://stats47.jp/ranking/local-debt-current,0,16,0.0000,7.50
https://stats47.jp/ranking/lotus-root-consumption-quantity,0,23,0.0000,5.78
https://stats47.jp/ranking/mackerel-consumption-expenditure,0,4,0.0000,7.25
https://stats47.jp/ranking/mackerel-consumption-quantity,0,12,0.0000,7.25
https://stats47.jp/ranking/manager-annual-income,0,6,0.0000,7.50
https://stats47.jp/ranking/mandarin-consumption-expenditure,0,9,0.0000,9.22
https://stats47.jp/ranking/mandarin-consumption-quantity,0,20,0.0000,8.30
https://stats47.jp/ranking/manju-consumption-expenditure,0,1,0.0000,3.00
https://stats47.jp/ranking/margarine-consumption-expenditure,0,4,0.0000,7.50
https://stats47.jp/ranking/massage-fee-consumption-expenditure,0,1,0.0000,6.00
