page,clicks,impressions,ctr,position
https://stats47.jp/ranking/japanese-food-dining-consumption-expenditure,1,7,0.1429,7.14
https://stats47.jp/ranking/kindergarten-teacher-annual-income,1,13,0.0769,7.62
https://stats47.jp/ranking/lettuce-consumption-quantity,1,12,0.0833,6.08
https://stats47.jp/ranking/library-main-count,1,4,0.2500,5.50
https://stats47.jp/ranking/liver-disease-death-rate,1,4,0.2500,8.25
https://stats47.jp/ranking/local-allocation-tax-prefecture,1,29,0.0345,7.59
https://stats47.jp/ranking/mackerel-consumption-expenditure,1,7,0.1429,7.29
https://stats47.jp/ranking/mandarin-consumption-quantity,1,34,0.0294,7.32
https://stats47.jp/ranking/marine-fishery-aquaculture-output-value,1,150,0.0067,9.45
https://stats47.jp/ranking/melon-consumption-quantity,1,24,0.0417,6.88
https://stats47.jp/ranking/mineral-water-consumption-expenditure,1,7,0.1429,9.86
https://stats47.jp/ranking/mobile-phone-bill-consumption-expenditure,1,9,0.1111,4.33
https://stats47.jp/ranking/moped-count,1,15,0.0667,3.27
https://stats47.jp/ranking/movie-theater-consumption-expenditure,1,5,0.2000,5.00
https://stats47.jp/ranking/national-health-insurance-enrollees-per-1000,1,5,0.2000,8.80
https://stats47.jp/ranking/national-medical-expense-total,1,47,0.0213,8.11
https://stats47.jp/ranking/new-graduate-starting-salary-university-female,1,2,0.5000,7.00
https://stats47.jp/ranking/new-hire-count,1,3,0.3333,3.00
https://stats47.jp/ranking/number-of-individual-fishery-management,1,1,1.0000,2.00
https://stats47.jp/ranking/nurse-count,1,10,0.1000,7.40
https://stats47.jp/ranking/octopus-consumption-quantity,1,16,0.0625,7.19
https://stats47.jp/ranking/onion-consumption-quantity,1,47,0.0213,7.79
https://stats47.jp/ranking/other-allowance-consumption-expenditure,1,5,0.2000,14.80
https://stats47.jp/ranking/other-fresh-fish-consumption-quantity,1,21,0.0476,8.14
https://stats47.jp/ranking/other-noodles-consumption-quantity,1,2,0.5000,5.50
https://stats47.jp/ranking/other-publications-consumption-expenditure,1,2,0.5000,5.00
https://stats47.jp/ranking/other-root-vegetables-consumption-expenditure,1,5,0.2000,3.40
https://stats47.jp/ranking/other-soy-products-consumption-expenditure,1,6,0.1667,7.33
https://stats47.jp/ranking/outpatient-rate-per-100k,1,12,0.0833,6.58
https://stats47.jp/ranking/oyster-consumption-expenditure,1,3,0.3333,4.67
https://stats47.jp/ranking/paper-diapers-consumption-expenditure,1,4,0.2500,1.50
https://stats47.jp/ranking/paved-road-municipal-length,1,13,0.0769,8.15
https://stats47.jp/ranking/persimmon-consumption-quantity,1,12,0.0833,8.42
https://stats47.jp/ranking/pickled-plum-consumption-expenditure,1,69,0.0145,7.64
https://stats47.jp/ranking/pneumonia-death-count,1,52,0.0192,6.77
https://stats47.jp/ranking/port-count,1,27,0.0370,6.56
https://stats47.jp/ranking/pudding-consumption-expenditure,1,9,0.1111,5.67
https://stats47.jp/ranking/pumpkin-consumption-quantity,1,2,0.5000,4.00
https://stats47.jp/ranking/resident-foreigner-south-america,1,2,0.5000,2.00
https://stats47.jp/ranking/restaurant-count-per-1000,1,31,0.0323,9.13
https://stats47.jp/ranking/retail-establishments-by-prefecture,1,255,0.0039,8.44
https://stats47.jp/ranking/retail-sales-area-by-class,1,24,0.0417,8.50
https://stats47.jp/ranking/road-expressway-length,1,82,0.0122,6.57
https://stats47.jp/ranking/road-general-prefectural-length,1,56,0.0179,8.25
https://stats47.jp/ranking/road-total-length,1,44,0.0227,8.89
https://stats47.jp/ranking/roadside-station-count,1,119,0.0084,9.29
https://stats47.jp/ranking/salmon-consumption-quantity,1,11,0.0909,5.91
https://stats47.jp/ranking/sanitation-expenses-prefecture,1,3,0.3333,2.00
https://stats47.jp/ranking/sardine-consumption-expenditure,1,6,0.1667,5.83
https://stats47.jp/ranking/serious-crime-per-100k,1,40,0.0250,8.68
https://stats47.jp/ranking/sewage-treatment-coverage-rate,1,20,0.0500,8.40
https://stats47.jp/ranking/shampoo-consumption-expenditure,1,1,1.0000,4.00
https://stats47.jp/ranking/shrimp-consumption-expenditure,1,1,1.0000,4.00
https://stats47.jp/ranking/shrimp-consumption-quantity,1,19,0.0526,5.53
https://stats47.jp/ranking/solar-panel-housing-rate,1,3,0.3333,7.67
https://stats47.jp/ranking/soy-sauce-consumption-quantity,1,18,0.0556,6.28
https://stats47.jp/ranking/sports-park-count,1,8,0.1250,4.50
https://stats47.jp/ranking/sports-participation-rate-basketball,1,22,0.0455,7.91
https://stats47.jp/ranking/sports-participation-rate-kendo,1,14,0.0714,6.00
https://stats47.jp/ranking/sports-participation-rate-skiing,1,6,0.1667,4.00
https://stats47.jp/ranking/starting-salary-university,1,19,0.0526,8.63
https://stats47.jp/ranking/strawberry-consumption-quantity,1,42,0.0238,6.83
https://stats47.jp/ranking/sugar-consumption-expenditure,1,28,0.0357,8.93
https://stats47.jp/ranking/sweet-potato-consumption-quantity,1,14,0.0714,7.71
https://stats47.jp/ranking/taxi-fare-consumption-expenditure,1,6,0.1667,3.00
https://stats47.jp/ranking/telephone-subscription-count,1,8,0.1250,7.13
https://stats47.jp/ranking/tofu-consumption-quantity,1,47,0.0213,5.83
https://stats47.jp/ranking/toothpaste-consumption-expenditure,1,14,0.0714,7.57
https://stats47.jp/ranking/total-fertility-rate,1,110,0.0091,10.23
https://stats47.jp/ranking/total-museum-count,1,12,0.0833,9.17
https://stats47.jp/ranking/traffic-safety-special-grant-prefecture,1,3,0.3333,5.00
https://stats47.jp/ranking/travel-leisure-annual-participation-rate-10plus,1,7,0.1429,4.86
https://stats47.jp/ranking/travel-participation-rate-homecoming,1,9,0.1111,9.78
https://stats47.jp/ranking/treatment-rate-cerebrovascular-inpatient,1,14,0.0714,6.93
https://stats47.jp/ranking/treatment-rate-cerebrovascular-outpatient,1,5,0.2000,3.80
https://stats47.jp/ranking/treatment-rate-hypertension-outpatient,1,17,0.0588,4.76
https://stats47.jp/ranking/treatment-rate-mental-disorder-inpatient,1,145,0.0069,7.88
https://stats47.jp/ranking/treatment-rate-mental-disorder-outpatient,1,16,0.0625,8.00
https://stats47.jp/ranking/treatment-rate-neurosis-inpatient,1,2,0.5000,2.00
https://stats47.jp/ranking/treatment-rate-schizophrenia-inpatient,1,7,0.1429,3.14
https://stats47.jp/ranking/umbrella-consumption-expenditure,1,10,0.1000,6.30
https://stats47.jp/ranking/umbrella-consumption-quantity,1,27,0.0370,5.81
https://stats47.jp/ranking/university-graduates-job-ratio,1,9,0.1111,6.11
https://stats47.jp/ranking/university-professor-annual-income,1,48,0.0208,18.94
https://stats47.jp/ranking/unmarried-ratio-female-35-39,1,6,0.1667,6.00
https://stats47.jp/ranking/unmarried-ratio-female-40-44,1,1,1.0000,17.00
https://stats47.jp/ranking/water-supply-capacity,1,4,0.2500,2.75
https://stats47.jp/ranking/womens-dress-consumption-quantity,1,5,0.2000,6.80
https://stats47.jp/ranking/womens-shoes-consumption-quantity,1,7,0.1429,6.14
https://stats47.jp/ranking/womens-socks-consumption-quantity,1,4,0.2500,4.75
https://stats47.jp/ranking/yakiniku-consumption-expenditure,1,10,0.1000,7.30
https://stats47.jp/ranking/yellowtail-consumption-expenditure,1,1,1.0000,3.00
https://stats47.jp/ranking/zoo-count,1,42,0.0238,6.40
https://stats47.jp/station-passengers/11,1,2,0.5000,5.00
https://stats47.jp/survey/census,1,45,0.0222,25.20
https://stats47.jp/survey/commercial-statistics,1,4,0.2500,6.25
https://stats47.jp/survey/kakei-chousa,1,86,0.0116,9.14
https://stats47.jp/survey/social-education-survey,1,20,0.0500,7.50
https://stats47.jp/themes/foreign-residents,1,10,0.1000,12.90
https://stats47.jp/themes/healthcare,1,16,0.0625,6.50
https://stats47.jp/themes/local-economy,1,11,0.0909,17.45
https://stats47.jp/themes/railway,1,15,0.0667,9.40
https://stats47.jp/themes/tourism,1,39,0.0256,21.44
https://stats47.jp/areas,0,71,0.0000,22.87
https://stats47.jp/areas/01000,0,1,0.0000,15.00
https://stats47.jp/areas/01000/cities/01207,0,1,0.0000,9.00
https://stats47.jp/areas/01000/cities/01231/tourism,0,1,0.0000,9.00
https://stats47.jp/areas/01000/cities/01233,0,1,0.0000,10.00
https://stats47.jp/areas/01000/cities/01345/economy,0,1,0.0000,8.00
https://stats47.jp/areas/01000/cities/01400,0,1,0.0000,49.00
https://stats47.jp/areas/01000/cities/01406,0,1,0.0000,70.00
https://stats47.jp/areas/01000/cities/01434/administrativefinancial,0,3,0.0000,9.67
https://stats47.jp/areas/01000/cities/01434/population,0,7,0.0000,10.29
https://stats47.jp/areas/01000/cities/01455,0,1,0.0000,7.00
https://stats47.jp/areas/01000/cities/01470,0,4,0.0000,45.25
https://stats47.jp/areas/01000/cities/01470/agriculture,0,1,0.0000,7.00
https://stats47.jp/areas/01000/cities/01470/construction,0,11,0.0000,19.82
https://stats47.jp/areas/01000/cities/01470/economy,0,3,0.0000,66.00
https://stats47.jp/areas/01000/cities/01470/landweather,0,1,0.0000,11.00
https://stats47.jp/areas/01000/cities/01512/administrativefinancial,0,2,0.0000,5.00
https://stats47.jp/areas/01000/cities/01512/agriculture,0,1,0.0000,8.00
https://stats47.jp/areas/01000/cities/01512/ict,0,1,0.0000,16.00
https://stats47.jp/areas/01000/cities/01547,0,5,0.0000,6.80
https://stats47.jp/areas/01000/cities/01561,0,2,0.0000,11.00
https://stats47.jp/areas/01000/cities/01561/administrativefinancial,0,5,0.0000,8.40
https://stats47.jp/areas/01000/cities/01584,0,3,0.0000,6.00
https://stats47.jp/areas/01000/cities/01607/administrativefinancial,0,2,0.0000,12.00
https://stats47.jp/areas/01000/cities/01637,0,1,0.0000,4.00
https://stats47.jp/areas/01000/cities/01637/administrativefinancial,0,7,0.0000,9.00
https://stats47.jp/areas/01000/cities/01637/agriculture,0,4,0.0000,10.00
https://stats47.jp/areas/01000/cities/01637/population,0,2,0.0000,18.00
https://stats47.jp/areas/01000/cities/01694,0,2,0.0000,22.00
https://stats47.jp/areas/01000/economy,0,2,0.0000,10.50
https://stats47.jp/areas/01000/labor-mobility,0,2,0.0000,7.00
https://stats47.jp/areas/01000/local-finance,0,1,0.0000,20.00
https://stats47.jp/areas/01000/manufacturing,0,2,0.0000,9.50
https://stats47.jp/areas/01000/real-income,0,1,0.0000,7.00
https://stats47.jp/areas/02000,0,1,0.0000,2.00
https://stats47.jp/areas/02000/cities/02207/tourism,0,3,0.0000,8.67
https://stats47.jp/areas/02000/cities/02210,0,3,0.0000,7.67
https://stats47.jp/areas/02000/cities/02210/socialsecurity,0,3,0.0000,5.33
https://stats47.jp/areas/02000/cities/02367/laborwage,0,3,0.0000,10.33
https://stats47.jp/areas/02000/cities/02408/population,0,18,0.0000,11.72
https://stats47.jp/areas/02000/cities/02423/population,0,5,0.0000,9.40
https://stats47.jp/areas/02000/cities/02425/population,0,1,0.0000,8.00
https://stats47.jp/areas/02000/consumer-prices,0,1,0.0000,9.00
https://stats47.jp/areas/02000/fishery-marine,0,2,0.0000,17.00
https://stats47.jp/areas/02000/living-housing,0,1,0.0000,9.00
https://stats47.jp/areas/02000/local-economy,0,1,0.0000,8.00
https://stats47.jp/areas/02000/local-finance,0,1,0.0000,3.00
https://stats47.jp/areas/02000/occupation-salary,0,3,0.0000,49.00
https://stats47.jp/areas/02000/population-dynamics,0,5,0.0000,22.40
https://stats47.jp/areas/03000,0,158,0.0000,39.83
https://stats47.jp/areas/03000/cities/03202/economy,0,2,0.0000,11.50
https://stats47.jp/areas/03000/local-economy,0,2,0.0000,5.50
https://stats47.jp/areas/03000/local-finance,0,2,0.0000,9.50
https://stats47.jp/areas/03000/manufacturing,0,2,0.0000,7.50
https://stats47.jp/areas/03000/population,0,6,0.0000,12.83
https://stats47.jp/areas/03000/real-income,0,1,0.0000,6.00
https://stats47.jp/areas/04000/aging-society,0,1,0.0000,5.00
https://stats47.jp/areas/04000/cities/04100/agriculture,0,12,0.0000,10.58
https://stats47.jp/areas/04000/cities/04100/construction,0,2,0.0000,8.00
https://stats47.jp/areas/04000/cities/04205,0,2,0.0000,24.50
https://stats47.jp/areas/04000/cities/04207/miningindustry,0,2,0.0000,9.50
https://stats47.jp/areas/04000/economy,0,8,0.0000,12.88
https://stats47.jp/areas/04000/fishery-marine,0,3,0.0000,11.00
https://stats47.jp/areas/05000/aging-society,0,3,0.0000,7.00
https://stats47.jp/areas/05000/consumer-prices,0,5,0.0000,7.80
https://stats47.jp/areas/05000/foreign-residents,0,3,0.0000,18.00
https://stats47.jp/areas/05000/labor-mobility,0,1,0.0000,6.00
https://stats47.jp/areas/05000/population-dynamics,0,6,0.0000,17.17
https://stats47.jp/areas/05000/real-income,0,1,0.0000,9.00
https://stats47.jp/areas/05000/safety,0,2,0.0000,6.00
https://stats47.jp/areas/06000/cities/06202/agriculture,0,4,0.0000,6.50
https://stats47.jp/areas/06000/cities/06202/international,0,1,0.0000,11.00
https://stats47.jp/areas/06000/cities/06205/educationsports,0,1,0.0000,9.00
https://stats47.jp/areas/06000/cities/06205/international,0,1,0.0000,4.00
https://stats47.jp/areas/06000/cities/06205/tourism,0,1,0.0000,6.00
https://stats47.jp/areas/06000/cities/06210/population,0,6,0.0000,11.17
https://stats47.jp/areas/06000/cities/06321/construction,0,1,0.0000,60.00
https://stats47.jp/areas/06000/cities/06321/educationsports,0,1,0.0000,69.00
https://stats47.jp/areas/06000/cities/06321/landweather,0,1,0.0000,12.00
https://stats47.jp/areas/06000/cities/06323,0,1,0.0000,9.00
https://stats47.jp/areas/06000/cities/06365/landweather,0,1,0.0000,5.00
https://stats47.jp/areas/06000/cities/06403,0,2,0.0000,25.50
https://stats47.jp/areas/06000/consumer-prices,0,2,0.0000,6.00
https://stats47.jp/areas/06000/education-culture,0,1,0.0000,4.00
https://stats47.jp/areas/06000/fishery-marine,0,1,0.0000,26.00
https://stats47.jp/areas/06000/foreign-residents,0,1,0.0000,9.00
https://stats47.jp/areas/06000/local-economy,0,2,0.0000,10.50
https://stats47.jp/areas/06000/occupation-salary,0,1,0.0000,64.00
https://stats47.jp/areas/06000/population,0,3,0.0000,11.00
https://stats47.jp/areas/06000/real-income,0,1,0.0000,8.00
https://stats47.jp/areas/07000/aging-society,0,3,0.0000,8.00
https://stats47.jp/areas/07000/cities/07201/miningindustry,0,3,0.0000,10.67
https://stats47.jp/areas/07000/cities/07203,0,1,0.0000,12.00
https://stats47.jp/areas/07000/cities/07207/economy,0,1,0.0000,12.00
https://stats47.jp/areas/07000/cities/07207/population,0,3,0.0000,9.33
https://stats47.jp/areas/07000/cities/07208/commercial,0,3,0.0000,10.33
https://stats47.jp/areas/07000/cities/07208/socialsecurity,0,2,0.0000,6.50
https://stats47.jp/areas/07000/cities/07210/administrativefinancial,0,4,0.0000,10.25
https://stats47.jp/areas/07000/cities/07344,0,2,0.0000,6.50
https://stats47.jp/areas/07000/cities/07364,0,1,0.0000,50.00
https://stats47.jp/areas/07000/cities/07483,0,1,0.0000,58.00
https://stats47.jp/areas/07000/consumer-prices,0,2,0.0000,22.00
https://stats47.jp/areas/07000/fishery-marine,0,2,0.0000,9.00
https://stats47.jp/areas/07000/local-economy,0,7,0.0000,10.00
https://stats47.jp/areas/07000/local-finance,0,1,0.0000,11.00
https://stats47.jp/areas/07000/occupation-salary,0,4,0.0000,47.75
https://stats47.jp/areas/07000/population-dynamics,0,1,0.0000,52.00
https://stats47.jp/areas/07000/safety,0,1,0.0000,3.00
https://stats47.jp/areas/08000/cities/08231,0,1,0.0000,10.00
https://stats47.jp/areas/08000/cities/08546,0,1,0.0000,10.00
https://stats47.jp/areas/08000/consumer-prices,0,3,0.0000,12.00
https://stats47.jp/areas/08000/foreign-residents,0,2,0.0000,12.50
https://stats47.jp/areas/08000/labor-mobility,0,2,0.0000,6.00
https://stats47.jp/areas/08000/living-housing,0,1,0.0000,23.00
https://stats47.jp/areas/08000/local-economy,0,10,0.0000,12.40
https://stats47.jp/areas/08000/local-finance,0,3,0.0000,14.33
https://stats47.jp/areas/08000/manufacturing,0,6,0.0000,9.33
https://stats47.jp/areas/08000/occupation-salary,0,5,0.0000,41.40
https://stats47.jp/areas/08000/population-dynamics,0,7,0.0000,17.57
https://stats47.jp/areas/08000/real-income,0,2,0.0000,30.50
https://stats47.jp/areas/08000/safety,0,4,0.0000,5.50
https://stats47.jp/areas/09000,0,15,0.0000,46.93
https://stats47.jp/areas/09000/aging-society,0,2,0.0000,15.50
https://stats47.jp/areas/09000/cities/09208,0,2,0.0000,7.50
https://stats47.jp/areas/09000/cities/09210,0,8,0.0000,6.25
https://stats47.jp/areas/09000/cities/09301/population,0,3,0.0000,10.00
https://stats47.jp/areas/09000/cities/09361/agriculture,0,1,0.0000,11.00
https://stats47.jp/areas/09000/consumer-prices,0,6,0.0000,8.17
https://stats47.jp/areas/09000/local-economy,0,6,0.0000,13.33
https://stats47.jp/areas/09000/occupation-salary,0,9,0.0000,39.33
https://stats47.jp/areas/10000,0,1,0.0000,2.00
https://stats47.jp/areas/10000/cities/10425/population,0,26,0.0000,10.23
https://stats47.jp/areas/10000/consumer-prices,0,4,0.0000,9.25
https://stats47.jp/areas/10000/fishery-marine,0,8,0.0000,5.75
https://stats47.jp/areas/10000/living-housing,0,1,0.0000,10.00
https://stats47.jp/areas/10000/local-economy,0,1,0.0000,11.00
https://stats47.jp/areas/10000/manufacturing,0,1,0.0000,9.00
https://stats47.jp/areas/10000/occupation-salary,0,38,0.0000,44.58
https://stats47.jp/areas/11000/education-culture,0,1,0.0000,1.00
https://stats47.jp/areas/11000/fishery-marine,0,2,0.0000,10.50
https://stats47.jp/areas/11000/foreign-residents,0,3,0.0000,18.33
https://stats47.jp/areas/11000/local-economy,0,2,0.0000,20.00
https://stats47.jp/areas/11000/occupation-salary,0,8,0.0000,47.13
https://stats47.jp/areas/12000,0,73,0.0000,29.79
https://stats47.jp/areas/12000/cities/12237/international,0,1,0.0000,6.00
https://stats47.jp/areas/12000/living-housing,0,2,0.0000,12.00
https://stats47.jp/areas/12000/local-economy,0,3,0.0000,9.67
https://stats47.jp/areas/12000/manufacturing,0,1,0.0000,22.00
https://stats47.jp/areas/12000/occupation-salary,0,15,0.0000,43.93
https://stats47.jp/areas/12000/population,0,4,0.0000,14.75
https://stats47.jp/areas/12000/population-dynamics,0,3,0.0000,9.00
https://stats47.jp/areas/13000/aging-society,0,10,0.0000,37.50
https://stats47.jp/areas/13000/cities/13100,0,2,0.0000,10.50
https://stats47.jp/areas/13000/cities/13201,0,2,0.0000,11.50
https://stats47.jp/areas/13000/cities/13201/economy,0,2,0.0000,10.00
https://stats47.jp/areas/13000/cities/13202,0,9,0.0000,39.78
https://stats47.jp/areas/13000/cities/13202/economy,0,1,0.0000,10.00
https://stats47.jp/areas/13000/cities/13204,0,1,0.0000,10.00
https://stats47.jp/areas/13000/cities/13208,0,6,0.0000,14.50
https://stats47.jp/areas/13000/cities/13208/economy,0,2,0.0000,11.50
https://stats47.jp/areas/13000/cities/13209/economy,0,8,0.0000,8.25
https://stats47.jp/areas/13000/cities/13211,0,1,0.0000,19.00
https://stats47.jp/areas/13000/cities/13212,0,2,0.0000,23.00
https://stats47.jp/areas/13000/cities/13219,0,1,0.0000,11.00
https://stats47.jp/areas/13000/cities/13224/economy,0,1,0.0000,4.00
https://stats47.jp/areas/13000/cities/13382,0,2,0.0000,30.50
https://stats47.jp/areas/13000/cities/13402,0,21,0.0000,45.33
https://stats47.jp/areas/13000/consumer-prices,0,1,0.0000,1.00
https://stats47.jp/areas/13000/economy,0,2,0.0000,8.00
https://stats47.jp/areas/13000/fishery-marine,0,2,0.0000,7.00
https://stats47.jp/areas/13000/healthcare,0,1,0.0000,9.00
https://stats47.jp/areas/13000/local-economy,0,36,0.0000,25.69
https://stats47.jp/areas/13000/occupation-salary,0,1,0.0000,12.00
https://stats47.jp/areas/14000,0,47,0.0000,42.72
https://stats47.jp/areas/14000/cities/14150,0,4,0.0000,11.50
https://stats47.jp/areas/14000/cities/14206/economy,0,1,0.0000,10.00
https://stats47.jp/areas/14000/cities/14301,0,1,0.0000,10.00
https://stats47.jp/areas/14000/cities/14342,0,1,0.0000,7.00
https://stats47.jp/areas/14000/cities/14361/administrativefinancial,0,3,0.0000,11.00
https://stats47.jp/areas/14000/cities/14401/administrativefinancial,0,5,0.0000,10.80
https://stats47.jp/areas/14000/local-economy,0,8,0.0000,21.50
https://stats47.jp/areas/14000/manufacturing,0,4,0.0000,11.50
https://stats47.jp/areas/14000/occupation-salary,0,11,0.0000,45.18
https://stats47.jp/areas/14000/population,0,1,0.0000,10.00
https://stats47.jp/areas/15000,0,6,0.0000,42.00
https://stats47.jp/areas/15000/aging-society,0,2,0.0000,11.00
https://stats47.jp/areas/15000/cities/15208/agriculture,0,3,0.0000,8.67
https://stats47.jp/areas/15000/cities/15208/economy,0,1,0.0000,48.00
https://stats47.jp/areas/15000/cities/15208/laborwage,0,1,0.0000,8.00
https://stats47.jp/areas/15000/cities/15208/landweather,0,1,0.0000,51.00
https://stats47.jp/areas/15000/cities/15208/miningindustry,0,1,0.0000,8.00
https://stats47.jp/areas/15000/cities/15208/population,0,6,0.0000,13.00
https://stats47.jp/areas/15000/cities/15208/tourism,0,1,0.0000,11.00
https://stats47.jp/areas/15000/cities/15217/economy,0,1,0.0000,8.00
https://stats47.jp/areas/15000/cities/15217/landweather,0,1,0.0000,4.00
https://stats47.jp/areas/15000/cities/15218/international,0,4,0.0000,27.25
https://stats47.jp/areas/15000/cities/15218/laborwage,0,1,0.0000,21.00
https://stats47.jp/areas/15000/cities/15361,0,1,0.0000,9.00
https://stats47.jp/areas/15000/cities/15385/landweather,0,1,0.0000,31.00
https://stats47.jp/areas/15000/cities/15385/population,0,6,0.0000,8.50
https://stats47.jp/areas/15000/cities/15482,0,4,0.0000,20.50
https://stats47.jp/areas/15000/economy,0,16,0.0000,9.81
https://stats47.jp/areas/15000/educationsports,0,7,0.0000,10.00
https://stats47.jp/areas/15000/fishery-marine,0,2,0.0000,10.00
https://stats47.jp/areas/15000/foreign-residents,0,1,0.0000,11.00
https://stats47.jp/areas/15000/local-economy,0,1,0.0000,11.00
https://stats47.jp/areas/15000/local-finance,0,2,0.0000,8.50
https://stats47.jp/areas/15000/occupation-salary,0,14,0.0000,48.21
https://stats47.jp/areas/15000/population,0,8,0.0000,8.63
https://stats47.jp/areas/15000/population-dynamics,0,9,0.0000,13.78
https://stats47.jp/areas/16000,0,29,0.0000,21.72
https://stats47.jp/areas/16000/cities/16204,0,4,0.0000,7.25
https://stats47.jp/areas/16000/cities/16205/economy,0,1,0.0000,12.00
https://stats47.jp/areas/16000/cities/16206,0,2,0.0000,10.50
https://stats47.jp/areas/16000/cities/16209,0,1,0.0000,9.00
https://stats47.jp/areas/16000/foreign-residents,0,1,0.0000,6.00
https://stats47.jp/areas/16000/living-housing,0,11,0.0000,10.64
https://stats47.jp/areas/17000,0,2,0.0000,1.50
https://stats47.jp/areas/17000/aging-society,0,2,0.0000,8.00
https://stats47.jp/areas/17000/cities/17203,0,2,0.0000,6.00
https://stats47.jp/areas/17000/cities/17209,0,1,0.0000,42.00
https://stats47.jp/areas/17000/cities/17211,0,2,0.0000,8.00
https://stats47.jp/areas/17000/ict,0,3,0.0000,4.67
https://stats47.jp/areas/17000/labor-mobility,0,1,0.0000,13.00
https://stats47.jp/areas/17000/local-economy,0,1,0.0000,11.00
https://stats47.jp/areas/17000/local-finance,0,2,0.0000,14.00
https://stats47.jp/areas/17000/miningindustry,0,1,0.0000,11.00
https://stats47.jp/areas/17000/occupation-salary,0,9,0.0000,48.33
https://stats47.jp/areas/17000/population-dynamics,0,1,0.0000,9.00
https://stats47.jp/areas/17000/real-income,0,1,0.0000,8.00
https://stats47.jp/areas/18000/administrativefinancial,0,3,0.0000,1.33
https://stats47.jp/areas/18000/cities/18201,0,2,0.0000,8.00
https://stats47.jp/areas/18000/cities/18204,0,2,0.0000,5.00
https://stats47.jp/areas/18000/cities/18207,0,3,0.0000,7.33
https://stats47.jp/areas/18000/cities/18322,0,1,0.0000,3.00
https://stats47.jp/areas/18000/cities/18404,0,1,0.0000,3.00
https://stats47.jp/areas/18000/cities/18483/tourism,0,2,0.0000,9.00
https://stats47.jp/areas/18000/climate,0,11,0.0000,31.82
https://stats47.jp/areas/18000/economy,0,2,0.0000,14.00
https://stats47.jp/areas/18000/education-culture,0,1,0.0000,1.00
https://stats47.jp/areas/18000/healthcare,0,2,0.0000,10.00
https://stats47.jp/areas/18000/landweather,0,3,0.0000,9.33
https://stats47.jp/areas/18000/living-housing,0,8,0.0000,8.38
https://stats47.jp/areas/18000/local-finance,0,1,0.0000,9.00
https://stats47.jp/areas/18000/manufacturing,0,1,0.0000,12.00
https://stats47.jp/areas/19000/aging-society,0,4,0.0000,9.75
https://stats47.jp/areas/19000/consumer-prices,0,4,0.0000,9.25
https://stats47.jp/areas/19000/fishery-marine,0,2,0.0000,9.50
https://stats47.jp/areas/19000/labor-mobility,0,5,0.0000,12.80
https://stats47.jp/areas/19000/occupation-salary,0,6,0.0000,46.33
https://stats47.jp/areas/20000/aging-society,0,3,0.0000,9.33
https://stats47.jp/areas/20000/cities/20385,0,1,0.0000,9.00
https://stats47.jp/areas/20000/consumer-prices,0,4,0.0000,6.25
https://stats47.jp/areas/20000/fishery-marine,0,1,0.0000,9.00
https://stats47.jp/areas/20000/local-economy,0,1,0.0000,21.00
https://stats47.jp/areas/20000/occupation-salary,0,16,0.0000,46.25
https://stats47.jp/areas/21000,0,11,0.0000,2.00
https://stats47.jp/areas/21000/cities/21201,0,11,0.0000,9.18
https://stats47.jp/areas/21000/cities/21213,0,7,0.0000,8.71
https://stats47.jp/areas/21000/cities/21221,0,8,0.0000,39.25
https://stats47.jp/areas/21000/cities/21401,0,6,0.0000,7.33
https://stats47.jp/areas/21000/cities/21401/economy,0,1,0.0000,10.00
https://stats47.jp/areas/21000/cities/21401/population,0,2,0.0000,15.00
https://stats47.jp/areas/21000/cities/21604,0,1,0.0000,50.00
https://stats47.jp/areas/21000/fishery-marine,0,2,0.0000,11.00
https://stats47.jp/areas/21000/population,0,5,0.0000,9.40
https://stats47.jp/areas/22000/cities/22100,0,1,0.0000,9.00
https://stats47.jp/areas/22000/cities/22130/socialsecurity,0,3,0.0000,11.00
https://stats47.jp/areas/22000/cities/22213/economy,0,3,0.0000,9.67
https://stats47.jp/areas/22000/cities/22213/socialsecurity,0,2,0.0000,6.00
https://stats47.jp/areas/22000/cities/22214,0,4,0.0000,9.25
https://stats47.jp/areas/22000/consumer-prices,0,2,0.0000,11.50
https://stats47.jp/areas/22000/fishery-marine,0,3,0.0000,8.67
https://stats47.jp/areas/22000/living-housing,0,5,0.0000,10.00
https://stats47.jp/areas/22000/local-finance,0,1,0.0000,19.00
https://stats47.jp/areas/22000/occupation-salary,0,13,0.0000,51.00
https://stats47.jp/areas/22000/population-dynamics,0,9,0.0000,6.78
https://stats47.jp/areas/23000,0,1,0.0000,10.00
https://stats47.jp/areas/23000/aging-society,0,2,0.0000,16.50
https://stats47.jp/areas/23000/cities/23100,0,2,0.0000,37.50
https://stats47.jp/areas/23000/cities/23204/population,0,35,0.0000,12.34
https://stats47.jp/areas/23000/cities/23211,0,1,0.0000,9.00
https://stats47.jp/areas/23000/cities/23212,0,1,0.0000,11.00
https://stats47.jp/areas/23000/cities/23213,0,1,0.0000,7.00
https://stats47.jp/areas/23000/consumer-prices,0,4,0.0000,9.00
https://stats47.jp/areas/23000/economy,0,2,0.0000,2.50
https://stats47.jp/areas/23000/foreign-residents,0,1,0.0000,20.00
https://stats47.jp/areas/23000/local-economy,0,2,0.0000,20.50
https://stats47.jp/areas/23000/manufacturing,0,2,0.0000,26.50
https://stats47.jp/areas/23000/occupation-salary,0,5,0.0000,42.60
